Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Product ID,Sales,Quantity,Discount,Profit,Category ID,Region ID,Category,Product Name,Customer Name,Region Name
CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Consumer,United States,New York City,New York,10009.0,OFF-BI-10003460,17.52,5.0,0.2,6.131999999999999,9,4,Office Supplies,Acco 3-Hole Punch,Craig Carreira,East
US-2017-155299,2017-06-08,2017-06-12,Standard Class,Dl-13600,Corporate,United States,Pasadena,Texas,77506.0,OFF-AP-10002203,1.6239999999999994,2.0,0.8,-4.466,10,3,Office Supplies,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Dorris liebe,Central
US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Corporate,United States,Houston,Texas,77036.0,TEC-MA-10000822,3059.982,3.0,0.4,-509.99700000000087,16,3,Technology,Lexmark MX611dhe Monochrome Laser Printer,Sean Braxton,Central
US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Corporate,United States,Houston,Texas,77036.0,TEC-MA-10003353,2519.958,7.0,0.4,-251.99579999999992,16,3,Technology,Xerox WorkCentre 6505DN Laser Multifunction Printer,Sean Braxton,Central
CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Consumer,United States,Chicago,Illinois,60610.0,TEC-PH-10001433,328.224,4.0,0.2,28.7196,8,3,Technology,Cisco Small Business SPA 502G VoIP phone,Roy Collins,Central
CA-2015-155040,2015-11-10,2015-11-15,Standard Class,AH-10210,Consumer,United States,Brentwood,California,94513.0,TEC-AC-10004469,79.9,2.0,0.0,35.15600000000001,12,2,Technology,Microsoft Sculpt Comfort Mouse,Alan Hwang,West
CA-2017-136826,2017-06-16,2017-06-20,Standard Class,CB-12535,Corporate,United States,Chapel Hill,North Carolina,27514.0,OFF-AR-10003602,14.015999999999998,3.0,0.2,4.7304,7,1,Office Supplies,"Quartet Omega Colored Chalk, 12/Pack",Claudia Bergmann,South
CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Consumer,United States,Morristown,New Jersey,7960.0,OFF-FA-10003472,7.56,6.0,0.0,0.3024,14,4,Office Supplies,Bagged Rubber Bands,Paul Gonzalez,East
US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Corporate,United States,Cincinnati,Ohio,45231.0,OFF-ST-10004180,37.208,1.0,0.2,-7.441600000000001,5,4,Office Supplies,Safco Commercial Shelving,Christine Abelman,East
US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Corporate,United States,Cincinnati,Ohio,45231.0,OFF-EN-10004386,57.576,3.0,0.2,21.590999999999998,13,4,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Christine Abelman,East
CA-2017-163979,2017-12-28,2018-01-02,Second Class,KH-16690,Corporate,United States,San Francisco,California,94110.0,OFF-ST-10003208,725.84,4.0,0.0,210.49359999999993,5,2,Office Supplies,Adjustable Depth Letter/Legal Cart,Kristen Hastings,West
CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Consumer,United States,San Francisco,California,94109.0,TEC-AC-10003628,209.93,7.0,0.0,92.36920000000002,12,2,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Helen Andreada,West
CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Consumer,United States,San Francisco,California,94109.0,FUR-FU-10003274,5.28,3.0,0.0,2.3232000000000004,6,2,Furniture,Regeneration Desk Collection,Helen Andreada,West
CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Consumer,United States,San Francisco,California,94109.0,OFF-BI-10002557,10.92,3.0,0.2,4.094999999999999,9,2,Office Supplies,Presstex Flexible Ring Binders,Helen Andreada,West
CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Corporate,United States,Inglewood,California,90301.0,OFF-PA-10002615,8.82,2.0,0.0,4.0572,11,2,Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Barry Blumstein,West
CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Corporate,United States,Inglewood,California,90301.0,OFF-AR-10001427,5.98,1.0,0.0,1.5548000000000002,7,2,Office Supplies,Newell 330,Barry Blumstein,West
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,United States,Philadelphia,Pennsylvania,19140.0,OFF-PA-10000673,11.648,2.0,0.2,4.0768,11,4,Office Supplies,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Andrew Gjertsen,East
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,United States,Philadelphia,Pennsylvania,19140.0,OFF-PA-10004470,18.176,4.0,0.2,5.907199999999999,11,4,Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Andrew Gjertsen,East
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,United States,Philadelphia,Pennsylvania,19140.0,OFF-ST-10000876,59.711999999999996,6.0,0.2,5.9712,5,4,Office Supplies,Eldon Simplefile Box Office,Andrew Gjertsen,East
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,United States,Philadelphia,Pennsylvania,19140.0,OFF-LA-10002043,24.84,3.0,0.2,8.693999999999999,3,4,Office Supplies,Avery 489,Andrew Gjertsen,East
US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Consumer,United States,Houston,Texas,77070.0,OFF-BI-10004967,2.08,5.0,0.8,-3.4320000000000004,9,3,Office Supplies,Round Ring Binders,Steven Cartwright,Central
US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Consumer,United States,Houston,Texas,77070.0,TEC-PH-10001760,1114.4,7.0,0.2,376.11,8,3,Technology,Bose SoundLink Bluetooth Speaker,Steven Cartwright,Central
CA-2015-130890,2015-11-02,2015-11-06,Standard Class,JO-15280,Consumer,United States,Los Angeles,California,90004.0,FUR-TA-10002903,1038.84,5.0,0.2,51.94200000000001,4,2,Furniture,"Bevis Round Bullnose 29"" High Table Top",Jas O'Carroll,West
CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Consumer,United States,Portland,Oregon,97206.0,OFF-PA-10000474,141.76,5.0,0.2,47.844,11,2,Office Supplies,Easy-staple paper,Tracy Blumstein,West
CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Consumer,United States,Portland,Oregon,97206.0,TEC-AC-10001956,239.80000000000004,5.0,0.2,47.959999999999994,12,2,Technology,Microsoft Arc Touch Mouse,Tracy Blumstein,West
CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Consumer,United States,Portland,Oregon,97206.0,OFF-PA-10004100,31.10400000000001,6.0,0.2,10.8864,11,2,Office Supplies,Xerox 216,Tracy Blumstein,West
CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Corporate,United States,Tamarac,Florida,33319.0,OFF-BI-10000778,254.058,7.0,0.7,-169.3719999999999,9,1,Office Supplies,GBC VeloBinder Electric Binding Machine,Alan Haines,South
CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Corporate,United States,Tamarac,Florida,33319.0,OFF-AP-10002684,194.528,2.0,0.2,24.315999999999967,10,1,Office Supplies,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Alan Haines,South
CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Corporate,United States,Tamarac,Florida,33319.0,OFF-SU-10000646,961.48,5.0,0.2,-204.31449999999995,15,1,Office Supplies,Premier Automatic Letter Opener,Alan Haines,South
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,United States,Columbus,Ohio,43229.0,OFF-FA-10002983,19.096,7.0,0.2,6.683599999999998,14,4,Office Supplies,Advantus SlideClip Paper Clips,Nick Zandusky,East
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,United States,Columbus,Ohio,43229.0,OFF-LA-10004689,18.496,8.0,0.2,6.2424,3,4,Office Supplies,Avery 512,Nick Zandusky,East
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,United States,Columbus,Ohio,43229.0,TEC-AC-10002001,255.98400000000004,2.0,0.2,54.39660000000001,12,4,Technology,Logitech Wireless Gaming Headset G930,Nick Zandusky,East
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,United States,Columbus,Ohio,43229.0,FUR-BO-10004709,86.97,3.0,0.5,-48.7032,1,4,Furniture,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Nick Zandusky,East
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,80906.0,FUR-FU-10004091,300.416,8.0,0.2,78.8592,6,2,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Kelly Lampkin,West
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,80906.0,FUR-CH-10001891,230.35200000000003,3.0,0.2,20.155800000000013,2,2,Furniture,Global Deluxe Office Fabric Chairs,Kelly Lampkin,West
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,80906.0,FUR-FU-10002918,218.35200000000003,3.0,0.2,-24.5646,6,2,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Kelly Lampkin,West
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,80906.0,OFF-BI-10004593,78.60000000000002,5.0,0.7,-62.88000000000001,9,2,Office Supplies,Ibico Laser Imprintable Binding System Covers,Kelly Lampkin,West
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,80906.0,OFF-FA-10004854,27.552000000000003,3.0,0.2,9.298799999999996,14,2,Office Supplies,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Kelly Lampkin,West
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,United States,Belleville,New Jersey,7109.0,OFF-PA-10002105,32.40000000000001,5.0,0.0,15.552,11,4,Office Supplies,Xerox 223,Jonathan Doherty,East
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,United States,Belleville,New Jersey,7109.0,OFF-ST-10002756,1082.48,8.0,0.0,10.824800000000096,5,4,Office Supplies,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Jonathan Doherty,East
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,United States,Belleville,New Jersey,7109.0,OFF-PA-10004243,56.91,3.0,0.0,27.3168,11,4,Office Supplies,Xerox 1939,Jonathan Doherty,East
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,United States,Belleville,New Jersey,7109.0,FUR-FU-10001861,77.6,4.0,0.0,38.024,6,4,Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Jonathan Doherty,East
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Corporate,United States,Belleville,New Jersey,7109.0,OFF-BI-10002706,14.28,1.0,0.0,6.5688,9,4,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,Jonathan Doherty,East
US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,Consumer,United States,Chicago,Illinois,60623.0,FUR-TA-10002533,219.075,3.0,0.5,-131.44500000000005,4,3,Furniture,BPI Conference Tables,Jonathan Howell,Central
CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,Corporate,United States,New York City,New York,10024.0,FUR-FU-10002671,26.8,2.0,0.0,12.864,6,4,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Alan Schoenberger,East
CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,Corporate,United States,Taylor,Michigan,48180.0,OFF-AR-10003651,9.84,3.0,0.0,2.853599999999999,7,3,Office Supplies,Newell 350,Ken Brennan,Central
CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Home Office,United States,Lakewood,New Jersey,8701.0,OFF-BI-10001072,45.48,3.0,0.0,20.9208,9,4,Office Supplies,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Corey Roper,East
CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Home Office,United States,Lakewood,New Jersey,8701.0,OFF-AR-10002135,289.2000000000001,6.0,0.0,83.86799999999997,7,4,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Corey Roper,East
CA-2017-126774,2017-04-15,2017-04-17,First Class,SH-20395,Consumer,United States,Arlington,Virginia,22204.0,OFF-AR-10002804,4.89,1.0,0.0,2.0049,7,1,Office Supplies,Faber Castell Col-Erase Pencils,Shahid Hopkins,South
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,80004.0,FUR-FU-10001918,15.136000000000005,4.0,0.2,3.594800000000001,6,2,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Ben Peterman,West
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,80004.0,FUR-CH-10004086,466.768,2.0,0.2,52.51139999999998,2,2,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Ben Peterman,West
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,80004.0,FUR-FU-10001756,15.232000000000001,1.0,0.2,1.7135999999999978,6,2,Furniture,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Ben Peterman,West
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,80004.0,OFF-LA-10000634,6.263999999999999,3.0,0.2,2.0358,3,2,Office Supplies,Avery 509,Ben Peterman,West
CA-2014-120887,2014-09-27,2014-10-03,Standard Class,TS-21205,Corporate,United States,Hackensack,New Jersey,7601.0,FUR-FU-10001588,87.53999999999998,3.0,0.0,37.6422,6,4,Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Thomas Seio,East
CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Corporate,United States,Saint Petersburg,Florida,33710.0,TEC-PH-10002398,178.384,2.0,0.2,22.29799999999997,8,1,Technology,AT&T 1070 Corded Phone,Andy Gerbode,South
CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Corporate,United States,Saint Petersburg,Florida,33710.0,OFF-PA-10001937,15.552000000000005,3.0,0.2,5.4432,11,1,Office Supplies,Xerox 21,Andy Gerbode,South
CA-2014-164259,2014-12-28,2014-12-30,First Class,SP-20860,Corporate,United States,Philadelphia,Pennsylvania,19143.0,OFF-AR-10003373,99.136,4.0,0.2,8.674399999999995,7,4,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Sung Pak,East
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,United States,New York City,New York,10024.0,FUR-CH-10002602,135.882,1.0,0.1,24.156800000000004,2,4,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,Nathan Mautz,East
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,United States,New York City,New York,10024.0,TEC-MA-10002927,3991.98,2.0,0.0,1995.99,16,4,Technology,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Nathan Mautz,East
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,United States,New York City,New York,10024.0,TEC-PH-10004093,275.94,6.0,0.0,80.0226,8,4,Technology,Panasonic Kx-TS550,Nathan Mautz,East
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,United States,New York City,New York,10024.0,TEC-AC-10000892,360.0,4.0,0.0,129.6,12,4,Technology,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Nathan Mautz,East
CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Home Office,United States,New York City,New York,10024.0,OFF-ST-10002974,43.57,1.0,0.0,13.070999999999998,5,4,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",Nathan Mautz,East
CA-2014-156601,2014-09-19,2014-09-24,Standard Class,FA-14230,Corporate,United States,Long Beach,California,90805.0,OFF-FA-10000624,7.16,2.0,0.0,3.58,14,2,Office Supplies,OIC Binder Clips,Frank Atkinson,West
CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Corporate,United States,Hesperia,California,92345.0,OFF-BI-10004593,251.52,6.0,0.2,81.744,9,2,Office Supplies,Ibico Laser Imprintable Binding System Covers,Grace Kelly,West
CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Corporate,United States,Hesperia,California,92345.0,TEC-AC-10001908,99.99,1.0,0.0,34.9965,12,2,Technology,Logitech Wireless Headset h800,Grace Kelly,West
CA-2017-153339,2017-11-03,2017-11-05,Second Class,DJ-13510,Corporate,United States,Murfreesboro,Tennessee,37130.0,FUR-FU-10001967,15.992,1.0,0.2,0.999499999999999,6,1,Furniture,Telescoping Adjustable Floor Lamp,Don Jones,South
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Consumer,United States,Philadelphia,Pennsylvania,19143.0,TEC-PH-10003645,290.89799999999997,3.0,0.4,-67.8762,8,4,Technology,Aastra 57i VoIP phone,Patrick O'Brill,East
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Consumer,United States,Philadelphia,Pennsylvania,19143.0,OFF-ST-10000675,54.224,2.0,0.2,3.389,5,4,Office Supplies,"File Shuttle II and Handi-File, Black",Patrick O'Brill,East
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Consumer,United States,Philadelphia,Pennsylvania,19143.0,FUR-CH-10003312,786.7439999999999,4.0,0.3,-258.50160000000005,2,4,Furniture,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Patrick O'Brill,East
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Consumer,United States,Philadelphia,Pennsylvania,19143.0,OFF-LA-10001074,100.24,10.0,0.2,33.83099999999999,3,4,Office Supplies,Round Specialty Laser Printer Labels,Patrick O'Brill,East
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Consumer,United States,Philadelphia,Pennsylvania,19143.0,OFF-BI-10001524,37.76400000000001,6.0,0.7,-27.693600000000004,9,4,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,Patrick O'Brill,East
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,Consumer,United States,Philadelphia,Pennsylvania,19134.0,TEC-PH-10004614,82.8,2.0,0.4,-20.700000000000006,8,4,Technology,AT&T 841000 Phone,John Lucas,East
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,Consumer,United States,Philadelphia,Pennsylvania,19134.0,OFF-BI-10001153,20.724000000000004,2.0,0.7,-13.815999999999995,9,4,Office Supplies,Ibico Recycled Grain-Textured Covers,John Lucas,East
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,Consumer,United States,Philadelphia,Pennsylvania,19134.0,OFF-BI-10001982,4.896000000000001,3.0,0.7,-3.4271999999999987,9,4,Office Supplies,Wilson Jones Custom Binder Spines & Labels,John Lucas,East
CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Consumer,United States,Los Angeles,California,90045.0,OFF-BI-10001922,4.752000000000002,1.0,0.2,1.6037999999999997,9,2,Office Supplies,Storex Dura Pro Binders,Doug Bickford,West
CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Consumer,United States,Los Angeles,California,90045.0,TEC-CO-10001449,959.9839999999999,2.0,0.2,335.9944000000001,17,2,Technology,Hewlett Packard LaserJet 3310 Copier,Doug Bickford,West
CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Consumer,United States,Los Angeles,California,90045.0,OFF-BI-10004140,14.368000000000002,4.0,0.2,4.489999999999998,9,2,Office Supplies,Avery Non-Stick Binders,Doug Bickford,West
CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Corporate,United States,San Francisco,California,94122.0,OFF-BI-10003314,7.7120000000000015,2.0,0.2,2.7956000000000003,9,2,Office Supplies,Tuff Stuff Recycled Round Ring Binders,Alyssa Crouse,West
CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Corporate,United States,San Francisco,California,94122.0,FUR-TA-10004575,698.3520000000002,3.0,0.2,-17.458800000000053,4,2,Furniture,Hon 5100 Series Wood Tables,Alyssa Crouse,West
CA-2015-128167,2015-06-22,2015-06-26,Second Class,KL-16645,Consumer,United States,Layton,Utah,84041.0,OFF-FA-10000490,4.96,4.0,0.0,2.3312,14,2,Office Supplies,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Ken Lonsdale,West
CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140.0,OFF-AR-10000122,17.855999999999998,4.0,0.2,1.115999999999998,7,4,Office Supplies,Newell 314,Jonathan Doherty,East
CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140.0,OFF-BI-10003656,509.97000000000014,10.0,0.7,-407.97599999999983,9,4,Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,Jonathan Doherty,East
CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140.0,OFF-FA-10002780,30.992,13.0,0.2,10.072399999999996,14,4,Office Supplies,Staples,Jonathan Doherty,East
CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140.0,TEC-PH-10000702,71.928,12.0,0.4,8.39159999999999,8,4,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Jonathan Doherty,East
US-2015-120712,2015-12-20,2015-12-24,Standard Class,CS-12130,Consumer,United States,Austin,Texas,78745.0,OFF-ST-10000107,88.80000000000003,4.0,0.2,-2.220000000000013,5,3,Office Supplies,Fellowes Super Stor/Drawer,Chad Sievert,Central
CA-2017-169901,2017-06-15,2017-06-19,Standard Class,CC-12550,Consumer,United States,San Francisco,California,94122.0,TEC-PH-10002293,47.976000000000006,3.0,0.2,4.797600000000003,8,2,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Clay Cheatham,West
CA-2017-134306,2017-07-08,2017-07-12,Standard Class,TD-20995,Consumer,United States,Lowell,Massachusetts,1852.0,OFF-AR-10004027,7.56,3.0,0.0,3.099600000000001,7,4,Office Supplies,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Tamara Dahlen,East
CA-2017-134306,2017-07-08,2017-07-12,Standard Class,TD-20995,Consumer,United States,Lowell,Massachusetts,1852.0,OFF-PA-10000249,24.56,2.0,0.0,11.5432,11,4,Office Supplies,Easy-staple paper,Tamara Dahlen,East
CA-2017-134306,2017-07-08,2017-07-12,Standard Class,TD-20995,Consumer,United States,Lowell,Massachusetts,1852.0,OFF-AR-10001374,12.96,2.0,0.0,4.1472,7,4,Office Supplies,"BIC Brite Liner Highlighters, Chisel Tip",Tamara Dahlen,East
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009.0,TEC-AC-10000290,6.79,1.0,0.0,2.3086,12,4,Technology,Sabrent 4-Port USB 2.0 Hub,Adam Bellavance,East
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009.0,OFF-PA-10001970,24.56,2.0,0.0,11.5432,11,4,Office Supplies,Xerox 1881,Adam Bellavance,East
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009.0,OFF-BI-10002160,3.048,1.0,0.2,1.0668,9,4,Office Supplies,Acco Hanging Data Binders,Adam Bellavance,East
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009.0,OFF-PA-10001970,49.12,4.0,0.0,23.0864,11,4,Office Supplies,Xerox 1881,Adam Bellavance,East
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,United States,New York City,New York,10009.0,OFF-BI-10004995,4355.1680000000015,4.0,0.2,1415.4295999999995,9,4,Office Supplies,GBC DocuBind P400 Electric Binding System,Adam Bellavance,East
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,United States,New York City,New York,10035.0,FUR-BO-10002268,388.70400000000006,6.0,0.2,-4.858800000000002,1,4,Furniture,Sauder Barrister Bookcases,Jeremy Lonsdale,East
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,United States,New York City,New York,10035.0,OFF-EN-10001137,8.26,2.0,0.0,3.7996,13,4,Office Supplies,"#10 Gummed Flap White Envelopes, 100/Box",Jeremy Lonsdale,East
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,United States,New York City,New York,10035.0,OFF-AR-10002399,17.04,4.0,0.0,6.9864,7,4,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Jeremy Lonsdale,East
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,United States,New York City,New York,10035.0,OFF-PA-10002713,34.4,5.0,0.0,15.823999999999998,11,4,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Jeremy Lonsdale,East
CA-2016-130001,2016-04-23,2016-04-28,Standard Class,HK-14890,Corporate,United States,Charlotte,North Carolina,28205.0,OFF-PA-10002666,36.24000000000001,5.0,0.2,11.324999999999996,11,1,Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Heather Kirkland,South
CA-2017-155698,2017-03-08,2017-03-11,First Class,VB-21745,Corporate,United States,Columbus,Georgia,31907.0,OFF-AP-10001124,647.84,8.0,0.0,168.4384,10,1,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Victoria Brennan,South
CA-2017-155698,2017-03-08,2017-03-11,First Class,VB-21745,Corporate,United States,Columbus,Georgia,31907.0,OFF-LA-10001158,20.7,2.0,0.0,9.936,3,1,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Victoria Brennan,South
CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,United States,New York City,New York,10009.0,OFF-LA-10001158,20.7,2.0,0.0,9.936,3,4,Office Supplies,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Katrina Willman,East
CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,United States,New York City,New York,10009.0,FUR-CH-10000785,488.64599999999996,3.0,0.1,86.8704,2,4,Furniture,Global Ergonomic Managers Chair,Katrina Willman,East
CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,United States,New York City,New York,10009.0,OFF-AR-10003732,5.56,2.0,0.0,1.4455999999999998,7,4,Office Supplies,Newell 333,Katrina Willman,East
CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,United States,New York City,New York,10009.0,FUR-FU-10000023,47.12,8.0,0.0,20.7328,6,4,Furniture,Eldon Wave Desk Accessories,Katrina Willman,East
